,primary_key,Customer_ID,Product_ID,Month,Customer_name,Product_family,Customer_Cohort_Year,Customer_Tenure,Dimension1,Dimension2,Dimension3,Value type,Value yearly,year
2134,22,CUST-00014,PROD-0001,2024-11-01,,,2024,5,UK,Europe,Startup,EoP ARR,8421.3,2024
2136,23,CUST-00015,PROD-0005,2024-03-01,,,2024,0,Canada,North America,SMB,EoP ARR,8816.31,2024
2137,23,CUST-00015,PROD-0005,2024-04-01,,,2024,1,Canada,North America,SMB,EoP ARR,7871.05,2024
2138,23,CUST-00015,PROD-0005,2024-05-01,,,2024,2,Canada,North America,SMB,EoP ARR,7531.52,2024
2139,23,CUST-00015,PROD-0005,2024-06-01,,,2024,3,Canada,North America,SMB,EoP ARR,7813.67,2024
2140,23,CUST-00015,PROD-0005,2024-07-01,,,2024,4,Canada,North America,SMB,EoP ARR,8038.65,2024
2141,23,CUST-00015,PROD-0005,2024-08-01,,,2024,5,Canada,North America,SMB,EoP ARR,8931.2,2024
2142,23,CUST-00015,PROD-0005,2024-09-01,,,2024,6,Canada,North America,SMB,EoP ARR,9101.91,2024
2143,23,CUST-00015,PROD-0005,2024-10-01,,,2024,7,Canada,North America,SMB,EoP ARR,7956.84,2024
2145,24,CUST-00015,PROD-0004,2024-03-01,,,2024,0,Canada,North America,SMB,EoP ARR,9241.75,2024
2146,24,CUST-00015,PROD-0004,2024-04-01,,,2024,1,Canada,North America,SMB,EoP ARR,10121.32,2024
2147,24,CUST-00015,PROD-0004,2024-05-01,,,2024,2,Canada,North America,SMB,EoP ARR,9569.27,2024
2148,24,CUST-00015,PROD-0004,2024-06-01,,,2024,3,Canada,North America,SMB,EoP ARR,11033.05,2024
2150,25,CUST-00016,PROD-0006,2024-01-01,,,2024,0,France,Europe,Enterprise,EoP ARR,195503.17,2024
2151,25,CUST-00016,PROD-0006,2024-02-01,,,2024,1,France,Europe,Enterprise,EoP ARR,220925.74,2024
2152,25,CUST-00016,PROD-0006,2024-03-01,,,2024,2,France,Europe,Enterprise,EoP ARR,206635.63,2024
2153,25,CUST-00016,PROD-0006,2024-04-01,,,2024,3,France,Europe,Enterprise,EoP ARR,205938.99,2024
2154,25,CUST-00016,PROD-0006,2024-05-01,,,2024,4,France,Europe,Enterprise,EoP ARR,228787.73,2024
2155,25,CUST-00016,PROD-0006,2024-06-01,,,2024,5,France,Europe,Enterprise,EoP ARR,223300.73,2024
2157,26,CUST-00016,PROD-0007,2024-01-01,,,2024,0,France,Europe,Enterprise,EoP ARR,256777.71,2024
2158,26,CUST-00016,PROD-0007,2024-02-01,,,2024,1,France,Europe,Enterprise,EoP ARR,236403.25,2024
2159,26,CUST-00016,PROD-0007,2024-03-01,,,2024,2,France,Europe,Enterprise,EoP ARR,250769.69,2024
2160,26,CUST-00016,PROD-0007,2024-04-01,,,2024,3,France,Europe,Enterprise,EoP ARR,246114.69,2024
2161,26,CUST-00016,PROD-0007,2024-05-01,,,2024,4,France,Europe,Enterprise,EoP ARR,239915.55,2024
2162,26,CUST-00016,PROD-0007,2024-06-01,,,2024,5,France,Europe,Enterprise,EoP ARR,249314.99,2024
2163,26,CUST-00016,PROD-0007,2024-07-01,,,2024,6,France,Europe,Enterprise,EoP ARR,233507.93,2024
2164,26,CUST-00016,PROD-0007,2024-08-01,,,2024,7,France,Europe,Enterprise,EoP ARR,255807.29,2024
2165,26,CUST-00016,PROD-0007,2024-09-01,,,2024,8,France,Europe,Enterprise,EoP ARR,221081.38,2024
2166,26,CUST-00016,PROD-0007,2024-10-01,,,2024,9,France,Europe,Enterprise,EoP ARR,266454.0,2024
2167,26,CUST-00016,PROD-0007,2024-11-01,,,2024,10,France,Europe,Enterprise,EoP ARR,247442.1,2024
2168,26,CUST-00016,PROD-0007,2024-12-01,,,2024,11,France,Europe,Enterprise,EoP ARR,256330.06,2024
2170,27,CUST-00016,PROD-0009,2024-01-01,,,2024,0,France,Europe,Enterprise,EoP ARR,423431.33,2024
2171,27,CUST-00016,PROD-0009,2024-02-01,,,2024,1,France,Europe,Enterprise,EoP ARR,451834.41,2024
2172,27,CUST-00016,PROD-0009,2024-03-01,,,2024,2,France,Europe,Enterprise,EoP ARR,487671.11,2024
2173,27,CUST-00016,PROD-0009,2024-04-01,,,2024,3,France,Europe,Enterprise,EoP ARR,403602.9,2024
2175,28,CUST-00017,PROD-0005,2024-11-01,,,2024,0,France,Europe,SMB,EoP ARR,7812.31,2024
2176,28,CUST-00017,PROD-0005,2024-12-01,,,2024,1,France,Europe,SMB,EoP ARR,8766.96,2024
2177,28,CUST-00017,PROD-0005,2025-01-01,,,2024,2,France,Europe,SMB,EoP ARR,8469.91,2025
2179,29,CUST-00017,PROD-0009,2024-11-01,,,2024,0,France,Europe,SMB,EoP ARR,9176.6,2024
2180,29,CUST-00017,PROD-0009,2024-12-01,,,2024,1,France,Europe,SMB,EoP ARR,8924.46,2024
2181,29,CUST-00017,PROD-0009,2025-01-01,,,2024,2,France,Europe,SMB,EoP ARR,8284.28,2025
2182,29,CUST-00017,PROD-0009,2025-02-01,,,2024,3,France,Europe,SMB,EoP ARR,9119.6,2025
2183,29,CUST-00017,PROD-0009,2025-03-01,,,2024,4,France,Europe,SMB,EoP ARR,8615.0,2025
2184,29,CUST-00017,PROD-0009,2025-04-01,,,2024,5,France,Europe,SMB,EoP ARR,9266.52,2025
2185,29,CUST-00017,PROD-0009,2025-05-01,,,2024,6,France,Europe,SMB,EoP ARR,8252.83,2025
2186,29,CUST-00017,PROD-0009,2025-06-01,,,2024,7,France,Europe,SMB,EoP ARR,8950.41,2025
2187,29,CUST-00017,PROD-0009,2025-07-01,,,2024,8,France,Europe,SMB,EoP ARR,8662.55,2025
2189,30,CUST-00018,PROD-0010,2024-08-01,,,2024,0,France,Europe,Enterprise,EoP ARR,213624.81,2024
2190,30,CUST-00018,PROD-0010,2024-09-01,,,2024,1,France,Europe,Enterprise,EoP ARR,210922.17,2024
2191,30,CUST-00018,PROD-0010,2024-10-01,,,2024,2,France,Europe,Enterprise,EoP ARR,207775.39,2024
2192,30,CUST-00018,PROD-0010,2024-11-01,,,2024,3,France,Europe,Enterprise,EoP ARR,189774.37,2024
2193,30,CUST-00018,PROD-0010,2024-12-01,,,2024,4,France,Europe,Enterprise,EoP ARR,188749.68,2024
2194,30,CUST-00018,PROD-0010,2025-01-01,,,2024,5,France,Europe,Enterprise,EoP ARR,181732.34,2025
2195,30,CUST-00018,PROD-0010,2025-02-01,,,2024,6,France,Europe,Enterprise,EoP ARR,190585.82,2025
2196,30,CUST-00018,PROD-0010,2025-03-01,,,2024,7,France,Europe,Enterprise,EoP ARR,199836.02,2025
2197,30,CUST-00018,PROD-0010,2025-04-01,,,2024,8,France,Europe,Enterprise,EoP ARR,214882.61,2025
2198,30,CUST-00018,PROD-0010,2025-05-01,,,2024,9,France,Europe,Enterprise,EoP ARR,183676.53,2025
2199,30,CUST-00018,PROD-0010,2025-06-01,,,2024,10,France,Europe,Enterprise,EoP ARR,197398.07,2025
2200,30,CUST-00018,PROD-0010,2025-07-01,,,2024,11,France,Europe,Enterprise,EoP ARR,206046.99,2025
2202,31,CUST-00018,PROD-0008,2024-08-01,,,2024,0,France,Europe,Enterprise,EoP ARR,296479.14,2024
2203,31,CUST-00018,PROD-0008,2024-09-01,,,2024,1,France,Europe,Enterprise,EoP ARR,305781.49,2024
2204,31,CUST-00018,PROD-0008,2024-10-01,,,2024,2,France,Europe,Enterprise,EoP ARR,293243.48,2024
2205,31,CUST-00018,PROD-0008,2024-11-01,,,2024,3,France,Europe,Enterprise,EoP ARR,288924.84,2024
2206,31,CUST-00018,PROD-0008,2024-12-01,,,2024,4,France,Europe,Enterprise,EoP ARR,267919.11,2024
2207,31,CUST-00018,PROD-0008,2025-01-01,,,2024,5,France,Europe,Enterprise,EoP ARR,289205.04,2025
2209,32,CUST-00019,PROD-0007,2024-01-01,,,2024,0,Canada,North America,Startup,EoP ARR,2905.8,2024
2210,32,CUST-00019,PROD-0007,2024-02-01,,,2024,1,Canada,North America,Startup,EoP ARR,2539.19,2024
2211,32,CUST-00019,PROD-0007,2024-03-01,,,2024,2,Canada,North America,Startup,EoP ARR,2959.29,2024
2212,32,CUST-00019,PROD-0007,2024-04-01,,,2024,3,Canada,North America,Startup,EoP ARR,2970.04,2024
2213,32,CUST-00019,PROD-0007,2024-05-01,,,2024,4,Canada,North America,Startup,EoP ARR,2596.14,2024
2214,32,CUST-00019,PROD-0007,2024-06-01,,,2024,5,Canada,North America,Startup,EoP ARR,2775.67,2024
2215,32,CUST-00019,PROD-0007,2024-07-01,,,2024,6,Canada,North America,Startup,EoP ARR,2635.19,2024
2216,32,CUST-00019,PROD-0007,2024-08-01,,,2024,7,Canada,North America,Startup,EoP ARR,3075.95,2024
2217,32,CUST-00019,PROD-0007,2024-09-01,,,2024,8,Canada,North America,Startup,EoP ARR,2827.97,2024
2219,33,CUST-00020,PROD-0009,2024-01-01,,,2024,0,Germany,Europe,SMB,EoP ARR,12675.78,2024
2220,33,CUST-00020,PROD-0009,2024-02-01,,,2024,1,Germany,Europe,SMB,EoP ARR,12355.76,2024
2221,33,CUST-00020,PROD-0009,2024-03-01,,,2024,2,Germany,Europe,SMB,EoP ARR,13121.64,2024
2222,33,CUST-00020,PROD-0009,2024-04-01,,,2024,3,Germany,Europe,SMB,EoP ARR,12183.31,2024
2225,0,CUST-00001,PROD-0008,2024-02-01,,,2024,1,UK,Europe,Enterprise,GRR,106054.73,2024
2226,0,CUST-00001,PROD-0008,2024-03-01,,,2024,2,UK,Europe,Enterprise,GRR,115183.18,2024
2227,0,CUST-00001,PROD-0008,2024-04-01,,,2024,3,UK,Europe,Enterprise,GRR,115183.18,2024
2228,0,CUST-00001,PROD-0008,2024-05-01,,,2024,4,UK,Europe,Enterprise,GRR,112656.32,2024
2229,0,CUST-00001,PROD-0008,2024-06-01,,,2024,5,UK,Europe,Enterprise,GRR,112656.32,2024
2230,0,CUST-00001,PROD-0008,2024-07-01,,,2024,6,UK,Europe,Enterprise,GRR,111137.67,2024
2231,0,CUST-00001,PROD-0008,2024-08-01,,,2024,7,UK,Europe,Enterprise,GRR,111137.67,2024
2232,0,CUST-00001,PROD-0008,2024-09-01,,,2024,8,UK,Europe,Enterprise,GRR,106025.04,2024
2233,0,CUST-00001,PROD-0008,2024-10-01,,,2024,9,UK,Europe,Enterprise,GRR,106025.04,2024
2236,1,CUST-00002,PROD-0002,2024-02-01,,,2024,1,France,Europe,Mid-Market,GRR,74191.23,2024
2237,1,CUST-00002,PROD-0002,2024-03-01,,,2024,2,France,Europe,Mid-Market,GRR,74191.23,2024
2238,1,CUST-00002,PROD-0002,2024-04-01,,,2024,3,France,Europe,Mid-Market,GRR,79362.58,2024
2239,1,CUST-00002,PROD-0002,2024-05-01,,,2024,4,France,Europe,Mid-Market,GRR,81760.47,2024
2242,2,CUST-00003,PROD-0002,2024-12-01,,,2024,1,UK,Europe,Enterprise,GRR,361956.09,2024
2243,2,CUST-00003,PROD-0002,2025-01-01,,,2024,2,UK,Europe,Enterprise,GRR,361956.09,2025
2244,2,CUST-00003,PROD-0002,2025-02-01,,,2024,3,UK,Europe,Enterprise,GRR,402728.65,2025
2245,2,CUST-00003,PROD-0002,2025-03-01,,,2024,4,UK,Europe,Enterprise,GRR,393485.11,2025
2246,2,CUST-00003,PROD-0002,2025-04-01,,,2024,5,UK,Europe,Enterprise,GRR,369224.45,2025
2247,2,CUST-00003,PROD-0002,2025-05-01,,,2024,6,UK,Europe,Enterprise,GRR,369224.45,2025
2248,2,CUST-00003,PROD-0002,2025-06-01,,,2024,7,UK,Europe,Enterprise,GRR,366288.66,2025
2249,2,CUST-00003,PROD-0002,2025-07-01,,,2024,8,UK,Europe,Enterprise,GRR,366288.66,2025
2250,2,CUST-00003,PROD-0002,2025-08-01,,,2024,9,UK,Europe,Enterprise,GRR,426076.42,2025
2251,2,CUST-00003,PROD-0002,2025-09-01,,,2024,10,UK,Europe,Enterprise,GRR,425766.78,2025
2254,3,CUST-00003,PROD-0005,2024-12-01,,,2024,1,UK,Europe,Enterprise,GRR,177046.19,2024
2255,3,CUST-00003,PROD-0005,2025-01-01,,,2024,2,UK,Europe,Enterprise,GRR,210706.29,2025
2256,3,CUST-00003,PROD-0005,2025-02-01,,,2024,3,UK,Europe,Enterprise,GRR,208862.91,2025
2257,3,CUST-00003,PROD-0005,2025-03-01,,,2024,4,UK,Europe,Enterprise,GRR,188329.78,2025
2258,3,CUST-00003,PROD-0005,2025-04-01,,,2024,5,UK,Europe,Enterprise,GRR,178552.37,2025
2259,3,CUST-00003,PROD-0005,2025-05-01,,,2024,6,UK,Europe,Enterprise,GRR,178552.37,2025
2260,3,CUST-00003,PROD-0005,2025-06-01,,,2024,7,UK,Europe,Enterprise,GRR,210678.39,2025
2261,3,CUST-00003,PROD-0005,2025-07-01,,,2024,8,UK,Europe,Enterprise,GRR,179638.6,2025
2262,3,CUST-00003,PROD-0005,2025-08-01,,,2024,9,UK,Europe,Enterprise,GRR,179638.6,2025
2263,3,CUST-00003,PROD-0005,2025-09-01,,,2024,10,UK,Europe,Enterprise,GRR,178994.54,2025
2264,3,CUST-00003,PROD-0005,2025-10-01,,,2024,11,UK,Europe,Enterprise,GRR,178994.54,2025
2267,4,CUST-00003,PROD-0001,2024-12-01,,,2024,1,UK,Europe,Enterprise,GRR,163985.73,2024
2268,4,CUST-00003,PROD-0001,2025-01-01,,,2024,2,UK,Europe,Enterprise,GRR,163985.73,2025
2269,4,CUST-00003,PROD-0001,2025-02-01,,,2024,3,UK,Europe,Enterprise,GRR,190074.73,2025
2272,5,CUST-00004,PROD-0003,2024-02-01,,,2024,1,Japan,APAC,Enterprise,GRR,124995.14,2024
2273,5,CUST-00004,PROD-0003,2024-03-01,,,2024,2,Japan,APAC,Enterprise,GRR,126957.21,2024
2274,5,CUST-00004,PROD-0003,2024-04-01,,,2024,3,Japan,APAC,Enterprise,GRR,134970.53,2024
2275,5,CUST-00004,PROD-0003,2024-05-01,,,2024,4,Japan,APAC,Enterprise,GRR,130653.39,2024
2276,5,CUST-00004,PROD-0003,2024-06-01,,,2024,5,Japan,APAC,Enterprise,GRR,129027.51,2024
2277,5,CUST-00004,PROD-0003,2024-07-01,,,2024,6,Japan,APAC,Enterprise,GRR,129027.51,2024
2278,5,CUST-00004,PROD-0003,2024-08-01,,,2024,7,Japan,APAC,Enterprise,GRR,121795.94,2024
2279,5,CUST-00004,PROD-0003,2024-09-01,,,2024,8,Japan,APAC,Enterprise,GRR,121795.94,2024
2280,5,CUST-00004,PROD-0003,2024-10-01,,,2024,9,Japan,APAC,Enterprise,GRR,121160.18,2024
2281,5,CUST-00004,PROD-0003,2024-11-01,,,2024,10,Japan,APAC,Enterprise,GRR,121160.18,2024
2284,6,CUST-00005,PROD-0002,2024-05-01,,,2024,1,UK,Europe,Mid-Market,GRR,38245.53,2024
2285,6,CUST-00005,PROD-0002,2024-06-01,,,2024,2,UK,Europe,Mid-Market,GRR,38165.51,2024
2286,6,CUST-00005,PROD-0002,2024-07-01,,,2024,3,UK,Europe,Mid-Market,GRR,36958.95,2024
2289,7,CUST-00005,PROD-0004,2024-05-01,,,2024,1,UK,Europe,Mid-Market,GRR,32806.07,2024
2290,7,CUST-00005,PROD-0004,2024-06-01,,,2024,2,UK,Europe,Mid-Market,GRR,27978.0,2024
2293,8,CUST-00006,PROD-0005,2024-02-01,,,2024,1,USA,North America,Mid-Market,GRR,61145.67,2024
2294,8,CUST-00006,PROD-0005,2024-03-01,,,2024,2,USA,North America,Mid-Market,GRR,59423.2,2024
2295,8,CUST-00006,PROD-0005,2024-04-01,,,2024,3,USA,North America,Mid-Market,GRR,55522.53,2024
2296,8,CUST-00006,PROD-0005,2024-05-01,,,2024,4,USA,North America,Mid-Market,GRR,55522.53,2024
2297,8,CUST-00006,PROD-0005,2024-06-01,,,2024,5,USA,North America,Mid-Market,GRR,57443.08,2024
2300,9,CUST-00007,PROD-0002,2024-02-01,,,2024,1,Japan,APAC,Mid-Market,GRR,47804.71,2024
2301,9,CUST-00007,PROD-0002,2024-03-01,,,2024,2,Japan,APAC,Mid-Market,GRR,49790.61,2024
2302,9,CUST-00007,PROD-0002,2024-04-01,,,2024,3,Japan,APAC,Mid-Market,GRR,49790.61,2024
2303,9,CUST-00007,PROD-0002,2024-05-01,,,2024,4,Japan,APAC,Mid-Market,GRR,44257.08,2024
2304,9,CUST-00007,PROD-0002,2024-06-01,,,2024,5,Japan,APAC,Mid-Market,GRR,44257.08,2024
2305,9,CUST-00007,PROD-0002,2024-07-01,,,2024,6,Japan,APAC,Mid-Market,GRR,46575.46,2024
2306,9,CUST-00007,PROD-0002,2024-08-01,,,2024,7,Japan,APAC,Mid-Market,GRR,46575.46,2024
2309,10,CUST-00008,PROD-0004,2024-02-01,,,2024,1,Canada,North America,Enterprise,GRR,240720.26,2024
2310,10,CUST-00008,PROD-0004,2024-03-01,,,2024,2,Canada,North America,Enterprise,GRR,239272.54,2024
2311,10,CUST-00008,PROD-0004,2024-04-01,,,2024,3,Canada,North America,Enterprise,GRR,239272.54,2024
2312,10,CUST-00008,PROD-0004,2024-05-01,,,2024,4,Canada,North America,Enterprise,GRR,249011.3,2024
2313,10,CUST-00008,PROD-0004,2024-06-01,,,2024,5,Canada,North America,Enterprise,GRR,249011.3,2024
2314,10,CUST-00008,PROD-0004,2024-07-01,,,2024,6,Canada,North America,Enterprise,GRR,254411.25,2024
2315,10,CUST-00008,PROD-0004,2024-08-01,,,2024,7,Canada,North America,Enterprise,GRR,229236.89,2024
2316,10,CUST-00008,PROD-0004,2024-09-01,,,2024,8,Canada,North America,Enterprise,GRR,229236.89,2024
2317,10,CUST-00008,PROD-0004,2024-10-01,,,2024,9,Canada,North America,Enterprise,GRR,268803.56,2024
2318,10,CUST-00008,PROD-0004,2024-11-01,,,2024,10,Canada,North America,Enterprise,GRR,268803.56,2024
2321,11,CUST-00009,PROD-0003,2024-02-01,,,2024,1,Japan,APAC,SMB,GRR,13468.06,2024
2322,11,CUST-00009,PROD-0003,2024-03-01,,,2024,2,Japan,APAC,SMB,GRR,11710.67,2024
2323,11,CUST-00009,PROD-0003,2024-04-01,,,2024,3,Japan,APAC,SMB,GRR,11302.75,2024
2324,11,CUST-00009,PROD-0003,2024-05-01,,,2024,4,Japan,APAC,SMB,GRR,11302.75,2024
2325,11,CUST-00009,PROD-0003,2024-06-01,,,2024,5,Japan,APAC,SMB,GRR,12277.5,2024
2326,11,CUST-00009,PROD-0003,2024-07-01,,,2024,6,Japan,APAC,SMB,GRR,13268.43,2024
2327,11,CUST-00009,PROD-0003,2024-08-01,,,2024,7,Japan,APAC,SMB,GRR,12013.47,2024
2328,11,CUST-00009,PROD-0003,2024-09-01,,,2024,8,Japan,APAC,SMB,GRR,12013.47,2024
2329,11,CUST-00009,PROD-0003,2024-10-01,,,2024,9,Japan,APAC,SMB,GRR,13046.15,2024
2332,12,CUST-00010,PROD-0008,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,GRR,98003.98,2024
2333,12,CUST-00010,PROD-0008,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,GRR,98003.98,2024
2334,12,CUST-00010,PROD-0008,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,GRR,88576.57,2025
2335,12,CUST-00010,PROD-0008,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,GRR,88576.57,2025
2336,12,CUST-00010,PROD-0008,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,GRR,97239.25,2025
2339,13,CUST-00010,PROD-0003,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,GRR,22139.29,2024
2340,13,CUST-00010,PROD-0003,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,GRR,22139.29,2024
2341,13,CUST-00010,PROD-0003,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,GRR,22650.29,2025
2342,13,CUST-00010,PROD-0003,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,GRR,24628.33,2025
2343,13,CUST-00010,PROD-0003,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,GRR,22888.98,2025
2344,13,CUST-00010,PROD-0003,2025-04-01,,,2024,6,Germany,Europe,Mid-Market,GRR,22331.56,2025
2345,13,CUST-00010,PROD-0003,2025-05-01,,,2024,7,Germany,Europe,Mid-Market,GRR,22331.56,2025
2346,13,CUST-00010,PROD-0003,2025-06-01,,,2024,8,Germany,Europe,Mid-Market,GRR,22942.2,2025
2347,13,CUST-00010,PROD-0003,2025-07-01,,,2024,9,Germany,Europe,Mid-Market,GRR,22942.2,2025
2348,13,CUST-00010,PROD-0003,2025-08-01,,,2024,10,Germany,Europe,Mid-Market,GRR,24625.83,2025
2351,14,CUST-00010,PROD-0004,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,GRR,66623.48,2024
2352,14,CUST-00010,PROD-0004,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,GRR,65854.32,2024
2353,14,CUST-00010,PROD-0004,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,GRR,65854.32,2025
2354,14,CUST-00010,PROD-0004,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,GRR,66593.24,2025
2355,14,CUST-00010,PROD-0004,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,GRR,65921.4,2025
2356,14,CUST-00010,PROD-0004,2025-04-01,,,2024,6,Germany,Europe,Mid-Market,GRR,64057.63,2025
2357,14,CUST-00010,PROD-0004,2025-05-01,,,2024,7,Germany,Europe,Mid-Market,GRR,64057.63,2025
2358,14,CUST-00010,PROD-0004,2025-06-01,,,2024,8,Germany,Europe,Mid-Market,GRR,68571.88,2025
2361,15,CUST-00011,PROD-0001,2024-02-01,,,2024,1,UK,Europe,Enterprise,GRR,456689.93,2024
2362,15,CUST-00011,PROD-0001,2024-03-01,,,2024,2,UK,Europe,Enterprise,GRR,456689.93,2024
2363,15,CUST-00011,PROD-0001,2024-04-01,,,2024,3,UK,Europe,Enterprise,GRR,470659.83,2024
2364,15,CUST-00011,PROD-0001,2024-05-01,,,2024,4,UK,Europe,Enterprise,GRR,475857.2,2024
2365,15,CUST-00011,PROD-0001,2024-06-01,,,2024,5,UK,Europe,Enterprise,GRR,537337.94,2024
2366,15,CUST-00011,PROD-0001,2024-07-01,,,2024,6,UK,Europe,Enterprise,GRR,537178.77,2024
2367,15,CUST-00011,PROD-0001,2024-08-01,,,2024,7,UK,Europe,Enterprise,GRR,486275.36,2024
2368,15,CUST-00011,PROD-0001,2024-09-01,,,2024,8,UK,Europe,Enterprise,GRR,465126.79,2024
2369,15,CUST-00011,PROD-0001,2024-10-01,,,2024,9,UK,Europe,Enterprise,GRR,465126.79,2024
2370,15,CUST-00011,PROD-0001,2024-11-01,,,2024,10,UK,Europe,Enterprise,GRR,519630.18,2024
2371,15,CUST-00011,PROD-0001,2024-12-01,,,2024,11,UK,Europe,Enterprise,GRR,510456.74,2024
2374,16,CUST-00012,PROD-0005,2024-05-01,,,2024,1,UK,Europe,SMB,GRR,8340.44,2024
2375,16,CUST-00012,PROD-0005,2024-06-01,,,2024,2,UK,Europe,SMB,GRR,8395.84,2024
2378,17,CUST-00012,PROD-0009,2024-05-01,,,2024,1,UK,Europe,SMB,GRR,7703.4,2024
2379,17,CUST-00012,PROD-0009,2024-06-01,,,2024,2,UK,Europe,SMB,GRR,6840.88,2024
2380,17,CUST-00012,PROD-0009,2024-07-01,,,2024,3,UK,Europe,SMB,GRR,6840.88,2024
2381,17,CUST-00012,PROD-0009,2024-08-01,,,2024,4,UK,Europe,SMB,GRR,6921.97,2024
2384,18,CUST-00012,PROD-0001,2024-05-01,,,2024,1,UK,Europe,SMB,GRR,5608.48,2024
2385,18,CUST-00012,PROD-0001,2024-06-01,,,2024,2,UK,Europe,SMB,GRR,5608.48,2024
2386,18,CUST-00012,PROD-0001,2024-07-01,,,2024,3,UK,Europe,SMB,GRR,5872.83,2024
2387,18,CUST-00012,PROD-0001,2024-08-01,,,2024,4,UK,Europe,SMB,GRR,6293.79,2024
2388,18,CUST-00012,PROD-0001,2024-09-01,,,2024,5,UK,Europe,SMB,GRR,5406.36,2024
2389,18,CUST-00012,PROD-0001,2024-10-01,,,2024,6,UK,Europe,SMB,GRR,5406.36,2024
2390,18,CUST-00012,PROD-0001,2024-11-01,,,2024,7,UK,Europe,SMB,GRR,5623.43,2024
2393,19,CUST-00013,PROD-0007,2024-10-01,,,2024,1,Canada,North America,Enterprise,GRR,395615.77,2024
2394,19,CUST-00013,PROD-0007,2024-11-01,,,2024,2,Canada,North America,Enterprise,GRR,393858.32,2024
2397,20,CUST-00013,PROD-0009,2024-10-01,,,2024,1,Canada,North America,Enterprise,GRR,104176.75,2024
2398,20,CUST-00013,PROD-0009,2024-11-01,,,2024,2,Canada,North America,Enterprise,GRR,93300.24,2024
2401,21,CUST-00014,PROD-0006,2024-07-01,,,2024,1,UK,Europe,Startup,GRR,6775.38,2024
2402,21,CUST-00014,PROD-0006,2024-08-01,,,2024,2,UK,Europe,Startup,GRR,6775.38,2024
2403,21,CUST-00014,PROD-0006,2024-09-01,,,2024,3,UK,Europe,Startup,GRR,7063.23,2024
2404,21,CUST-00014,PROD-0006,2024-10-01,,,2024,4,UK,Europe,Startup,GRR,7502.71,2024
2405,21,CUST-00014,PROD-0006,2024-11-01,,,2024,5,UK,Europe,Startup,GRR,7327.89,2024
2408,22,CUST-00014,PROD-0001,2024-07-01,,,2024,1,UK,Europe,Startup,GRR,9255.35,2024
2409,22,CUST-00014,PROD-0001,2024-08-01,,,2024,2,UK,Europe,Startup,GRR,9255.35,2024
2410,22,CUST-00014,PROD-0001,2024-09-01,,,2024,3,UK,Europe,Startup,GRR,7885.58,2024
2411,22,CUST-00014,PROD-0001,2024-10-01,,,2024,4,UK,Europe,Startup,GRR,7885.58,2024
2412,22,CUST-00014,PROD-0001,2024-11-01,,,2024,5,UK,Europe,Startup,GRR,8421.3,2024
2415,23,CUST-00015,PROD-0005,2024-04-01,,,2024,1,Canada,North America,SMB,GRR,7871.05,2024
2416,23,CUST-00015,PROD-0005,2024-05-01,,,2024,2,Canada,North America,SMB,GRR,7531.52,2024
2417,23,CUST-00015,PROD-0005,2024-06-01,,,2024,3,Canada,North America,SMB,GRR,7531.52,2024
2418,23,CUST-00015,PROD-0005,2024-07-01,,,2024,4,Canada,North America,SMB,GRR,7813.67,2024
2419,23,CUST-00015,PROD-0005,2024-08-01,,,2024,5,Canada,North America,SMB,GRR,8038.65,2024
2420,23,CUST-00015,PROD-0005,2024-09-01,,,2024,6,Canada,North America,SMB,GRR,8931.2,2024
2421,23,CUST-00015,PROD-0005,2024-10-01,,,2024,7,Canada,North America,SMB,GRR,7956.84,2024
2424,24,CUST-00015,PROD-0004,2024-04-01,,,2024,1,Canada,North America,SMB,GRR,9241.75,2024
2425,24,CUST-00015,PROD-0004,2024-05-01,,,2024,2,Canada,North America,SMB,GRR,9569.27,2024
2426,24,CUST-00015,PROD-0004,2024-06-01,,,2024,3,Canada,North America,SMB,GRR,9569.27,2024
2429,25,CUST-00016,PROD-0006,2024-02-01,,,2024,1,France,Europe,Enterprise,GRR,195503.17,2024
2430,25,CUST-00016,PROD-0006,2024-03-01,,,2024,2,France,Europe,Enterprise,GRR,206635.63,2024
2431,25,CUST-00016,PROD-0006,2024-04-01,,,2024,3,France,Europe,Enterprise,GRR,205938.99,2024
2432,25,CUST-00016,PROD-0006,2024-05-01,,,2024,4,France,Europe,Enterprise,GRR,205938.99,2024
2433,25,CUST-00016,PROD-0006,2024-06-01,,,2024,5,France,Europe,Enterprise,GRR,223300.73,2024
2436,26,CUST-00016,PROD-0007,2024-02-01,,,2024,1,France,Europe,Enterprise,GRR,236403.25,2024
